product,mode,prediction_mode,prediction_scope,carbon_source,temperature_c,oxygen,stressor,dose,refused,refusal_reason,growth_rate_per_h,content_mg_per_gdcw
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.21,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.1008 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.05,,0.0,ValueError,"node 'lycopene': growth rate 0.02823 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.05,DTT,1.0,ValueError,"growth rate 0.0211582/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.05,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.02723 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.05,H2O2,0.5,ValueError,"growth rate 0.0239909/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.01,,0.0,ValueError,"growth rate 0.00564639/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.01,DTT,1.0,ValueError,"growth rate 0.00423164/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.01,NaCl,0.4,ValueError,"growth rate 0.00544639/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,25.0,0.01,H2O2,0.5,ValueError,"growth rate 0.00479819/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.21,,0.0,,,0.14,1.117919511
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.21,DTT,1.0,,,0.104922,1.155762394
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.21,NaCl,0.4,,,0.135041,1.123469464
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.21,H2O2,0.5,,,0.118969,1.141010256
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.05,,0.0,ValueError,"node 'lycopene': growth rate 0.03333 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.05,DTT,1.0,ValueError,"growth rate 0.0249814/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.05,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.03215 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.05,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.02833 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.01,,0.0,ValueError,"growth rate 0.00666667/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.01,DTT,1.0,ValueError,"growth rate 0.00499628/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.01,NaCl,0.4,ValueError,"growth rate 0.00643053/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,30.0,0.01,H2O2,0.5,ValueError,"growth rate 0.00566519/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.21,,0.0,,,0.128244,1.130971951
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.21,DTT,1.0,ValueError,"node 'lycopene': growth rate 0.09611 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.21,NaCl,0.4,,,0.123702,1.135917375
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.21,H2O2,0.5,,,0.108979,1.15155801
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.05,,0.0,ValueError,"node 'lycopene': growth rate 0.03053 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.05,DTT,1.0,ValueError,"growth rate 0.0228837/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.05,NaCl,0.4,ValueError,"node 'lycopene': growth rate 0.02945 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.05,H2O2,0.5,ValueError,"node 'lycopene': growth rate 0.02595 /h is outside the range its kinetics were fitted over, [0.101, 0.2543]. The rate law is `vmax = capacity * mu` fitted over that window and its growth exponent has a 95% interval of [0.53, 1.78] even inside it -- extrapolating a law that loose is not a small error. Measure at this rate, or widen the range deliberately and record that you did",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.01,,0.0,ValueError,"growth rate 0.00610687/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.01,DTT,1.0,ValueError,"growth rate 0.00457674/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.01,NaCl,0.4,ValueError,"growth rate 0.00589055/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
beta_carotene,batch,empirical,"fixed-gene comparison, not environment validation",ethanol,37.0,0.01,H2O2,0.5,ValueError,"growth rate 0.00518949/h is outside the measured chemostat curve [0.025, 0.4] /h (van Hoek 1998, PMID 9797269, Table 1); this generator will not extrapolate a biomass yield or a fermentation flux beyond what was measured",,
