enzyme,kcat_per_s,mass_fraction_of_protein,enzyme_molar_mass_g_per_mol,total_protein_g_per_gdcw,growth_rate_per_h,enzyme_mmol_per_gdcw,vmax_mmol_per_gdcw_h,capacity_mmol_per_gdcw,reference_content_source,reference_content_mg_per_gdcw,reference_product_molar_mass_g_per_mol,reference_content_mmol_per_gdcw,fold_over_reference_content,reference_capacity_source,reference_capacity_mmol_per_gdcw,fold_over_reference_capacity,reference_basis,interpretation,kcat_basis,source_model_sha256,source_sbml_sha256,boundary_basis
crtYB,923.831906936869,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,111.19358313406332,1100.9265656837952,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,923.831906936869,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,222.38716626812663,2201.8531313675903,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,923.831906936869,0.05,74736.0,0.49974,0.101,0.00033433686576750165,1111.9358313406333,11009.265656837953,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,11919.746729221497,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,143.4675874388524,1420.471162760915,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,11919.746729221497,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,286.9351748777048,2840.94232552183,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,11919.746729221497,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,1434.6758743885239,14204.711627609146,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,11919.746729221497,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,2869.3517487770478,28409.42325521829,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,11919.746729221497,0.05,74736.0,0.49974,0.101,0.00033433686576750165,14346.75874388524,142047.1162760915,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,16700.40147765152,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,201.00815593549066,1990.1797617375312,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,16700.40147765152,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,402.0163118709813,3980.3595234750624,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,16700.40147765152,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,2010.0815593549064,19901.79761737531,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,16700.40147765152,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,4020.163118709813,39803.59523475062,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,16700.40147765152,0.05,74736.0,0.49974,0.101,0.00033433686576750165,20100.81559354907,199017.97617375315,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,29900.085873046624,0.0005,74736.0,0.49974,0.101,3.3433686576750164e-06,359.8812358910482,3563.1805533767147,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,29900.085873046624,0.001,74736.0,0.49974,0.101,6.686737315350033e-06,719.7624717820964,7126.361106753429,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,29900.085873046624,0.005,74736.0,0.49974,0.101,3.343368657675016e-05,3598.812358910482,35631.80553376715,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,29900.085873046624,0.01,74736.0,0.49974,0.101,6.686737315350032e-05,7197.624717820964,71263.6110675343,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
crtYB,29900.085873046624,0.05,74736.0,0.49974,0.101,0.00033433686576750165,35988.12358910482,356318.0553376715,,,,,,,,,user_declared_comparison_only_not_calibration,conditional_sensitivity_not_product_prediction,forward_model_encoded_turnovers_as_sensitivity_priors,63d0f76e88586fcee25e9e67f9dae558e7b308172c837d44a0d055510b287ef3,3a9d97a68e2408ea243114794c027b11d70f253ecf6a758f4bcd5f2de50170b8,"GECKO2: prot_* reactant coefficients interpreted as hours (1/kcat_h); enzyme mmol/gDCW; reaction flux mmol/gDCW/h; declared convention, not inferred from unannotated protein species or flux bounds; no medium or flux bounds applied"
